UNIPROT	REACTION_STID	REACTION_DISPLAY_NAME	PATHWAY_STID	PATHWAY_DISPLAY_NAME
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-372708	p130Cas linkage to MAPK signaling for integrins
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-372708	p130Cas linkage to MAPK signaling for integrins
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-372705	Recruitment of p130Cas to FADK1	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-372708	p130Cas linkage to MAPK signaling for integrins
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-372697	Crk binding to p130cas	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354124	Phosphorylation of pFADK1 by SRC	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354165	Interaction of SOS with GRB2 bound to FADK1	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354087	Recruitment of GRB2 to p-FADK1	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354073	Autophosphorylation of FADK1 at Y397	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354066	Translocation of FADK1 to Focal complexes	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-377640	Autophosphorylation of SRC	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-429415	SYK binds to integrin alphaIIb beta3	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-429441	SYK activation by SRC	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-377643	Dephosphorylation of inactive SRC by PTPB1	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-377644	Release of CSK from SRC	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-399936	Inhibition of integrin activation by sequestering PIP5KIgamma	R-HSA-373755	Semaphorin interactions
Q9Y490	R-HSA-399936	Inhibition of integrin activation by sequestering PIP5KIgamma	R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
Q9Y490	R-HSA-399936	Inhibition of integrin activation by sequestering PIP5KIgamma	R-HSA-1266738	Developmental Biology
Q9Y490	R-HSA-399936	Inhibition of integrin activation by sequestering PIP5KIgamma	R-HSA-422475	Axon guidance
Q9Y490	R-HSA-482772	Release of platelet cytosolic components	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-482772	Release of platelet cytosolic components	R-HSA-76005	Response to elevated platelet cytosolic Ca2+
Q9Y490	R-HSA-482772	Release of platelet cytosolic components	R-HSA-114608	Platelet degranulation 
Q9Y490	R-HSA-445700	Myosin Binds ATP	R-HSA-397014	Muscle contraction
Q9Y490	R-HSA-445700	Myosin Binds ATP	R-HSA-445355	Smooth Muscle Contraction
Q9Y490	R-HSA-445705	Release Of ADP From Myosin	R-HSA-397014	Muscle contraction
Q9Y490	R-HSA-445705	Release Of ADP From Myosin	R-HSA-445355	Smooth Muscle Contraction
Q9Y490	R-HSA-445704	Calcium Binds Caldesmon	R-HSA-397014	Muscle contraction
Q9Y490	R-HSA-445704	Calcium Binds Caldesmon	R-HSA-445355	Smooth Muscle Contraction
Q9Y490	R-HSA-445699	ATP Hydrolysis By Myosin	R-HSA-397014	Muscle contraction
Q9Y490	R-HSA-445699	ATP Hydrolysis By Myosin	R-HSA-445355	Smooth Muscle Contraction
Q9Y4G8	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y4G8	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y4G8	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-162582	Signal Transduction
Q9Y4G8	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5683057	MAPK family signaling cascades
Q9Y4H2	R-HSA-2316434	PI3K phosphorylates PIP2 to PIP3	R-HSA-1257604	PIP3 activates AKT signaling
Q9Y4H2	R-HSA-2316434	PI3K phosphorylates PIP2 to PIP3	R-HSA-199418	Negative regulation of the PI3K/AKT network
Q9Y4H2	R-HSA-2316434	PI3K phosphorylates PIP2 to PIP3	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
Q9Y4H2	R-HSA-2316434	PI3K phosphorylates PIP2 to PIP3	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-2316434	PI3K phosphorylates PIP2 to PIP3	R-HSA-9006925	Intracellular signaling by second messengers
Q9Y4H2	R-HSA-2400009	PI3K inhibitors block PI3K catalytic activity	R-HSA-1643685	Disease
Q9Y4H2	R-HSA-2400009	PI3K inhibitors block PI3K catalytic activity	R-HSA-5663202	Diseases of signal transduction
Q9Y4H2	R-HSA-2400009	PI3K inhibitors block PI3K catalytic activity	R-HSA-2219528	PI3K/AKT Signaling in Cancer
Q9Y4H2	R-HSA-2400009	PI3K inhibitors block PI3K catalytic activity	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
Q9Y4H2	R-HSA-198266	PI3K produces PIP3 and other phosphatidyl inositides	R-HSA-198203	PI3K/AKT activation
Q9Y4H2	R-HSA-198266	PI3K produces PIP3 and other phosphatidyl inositides	R-HSA-187037	Signaling by NTRK1 (TRKA)
Q9Y4H2	R-HSA-198266	PI3K produces PIP3 and other phosphatidyl inositides	R-HSA-166520	Signaling by NTRKs
Q9Y4H2	R-HSA-198266	PI3K produces PIP3 and other phosphatidyl inositides	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-198266	PI3K produces PIP3 and other phosphatidyl inositides	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-2428926	IGF1,2:p-Y1161,1165,1166-IGF1R phosphorylates IRS1,2,4	R-HSA-2428928	IRS-related events triggered by IGF1R
Q9Y4H2	R-HSA-2428926	IGF1,2:p-Y1161,1165,1166-IGF1R phosphorylates IRS1,2,4	R-HSA-2428924	IGF1R signaling cascade
Q9Y4H2	R-HSA-2428926	IGF1,2:p-Y1161,1165,1166-IGF1R phosphorylates IRS1,2,4	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Q9Y4H2	R-HSA-2428926	IGF1,2:p-Y1161,1165,1166-IGF1R phosphorylates IRS1,2,4	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-2428926	IGF1,2:p-Y1161,1165,1166-IGF1R phosphorylates IRS1,2,4	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-198315	Active IRS recruits PI3K to the plasma membrane and activates it	R-HSA-198203	PI3K/AKT activation
Q9Y4H2	R-HSA-198315	Active IRS recruits PI3K to the plasma membrane and activates it	R-HSA-187037	Signaling by NTRK1 (TRKA)
Q9Y4H2	R-HSA-198315	Active IRS recruits PI3K to the plasma membrane and activates it	R-HSA-166520	Signaling by NTRKs
Q9Y4H2	R-HSA-198315	Active IRS recruits PI3K to the plasma membrane and activates it	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-198315	Active IRS recruits PI3K to the plasma membrane and activates it	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-198295	TRKA phosphorylates IRS	R-HSA-198203	PI3K/AKT activation
Q9Y4H2	R-HSA-198295	TRKA phosphorylates IRS	R-HSA-187037	Signaling by NTRK1 (TRKA)
Q9Y4H2	R-HSA-198295	TRKA phosphorylates IRS	R-HSA-166520	Signaling by NTRKs
Q9Y4H2	R-HSA-198295	TRKA phosphorylates IRS	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-198295	TRKA phosphorylates IRS	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y4H2	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y4H2	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5683057	MAPK family signaling cascades
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-112399	IRS-mediated signalling
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-112412	SOS-mediated signalling
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-2428928	IRS-related events triggered by IGF1R
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-2428924	IGF1R signaling cascade
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-74736	GRB2-1:SOS1 binds p-IRS1,p-IRS2	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-112399	IRS-mediated signalling
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-112412	SOS-mediated signalling
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-2428928	IRS-related events triggered by IGF1R
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-2428924	IGF1R signaling cascade
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-109817	GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-109823	MAPK3,(MAPK1) phosphorylates GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-109823	MAPK3,(MAPK1) phosphorylates GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	R-HSA-74749	Signal attenuation
Q9Y4H2	R-HSA-109823	MAPK3,(MAPK1) phosphorylates GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-109823	MAPK3,(MAPK1) phosphorylates GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-109823	MAPK3,(MAPK1) phosphorylates GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-74712	Dissociation of IRS-P from insulin receptor	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-74712	Dissociation of IRS-P from insulin receptor	R-HSA-74713	IRS activation
Q9Y4H2	R-HSA-74712	Dissociation of IRS-P from insulin receptor	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-74712	Dissociation of IRS-P from insulin receptor	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-74712	Dissociation of IRS-P from insulin receptor	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-74711	Phosphorylation of IRS	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-74711	Phosphorylation of IRS	R-HSA-74713	IRS activation
Q9Y4H2	R-HSA-74711	Phosphorylation of IRS	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-74711	Phosphorylation of IRS	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-74711	Phosphorylation of IRS	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-109704	PI3K Cascade
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-112399	IRS-mediated signalling
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-2428928	IRS-related events triggered by IGF1R
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-2428924	IGF1R signaling cascade
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-109699	PI3K-containing complexes phosphorylate PIP2 to PIP3	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-109704	PI3K Cascade
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-112399	IRS-mediated signalling
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-2428928	IRS-related events triggered by IGF1R
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-2428924	IGF1R signaling cascade
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-74737	p-Y-IRS1,p-Y-IRS2 bind PI3K	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-74747	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-74747	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	R-HSA-74749	Signal attenuation
Q9Y4H2	R-HSA-74747	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-74747	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-74747	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-5686315	GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates	R-HSA-74751	Insulin receptor signalling cascade
Q9Y4H2	R-HSA-5686315	GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates	R-HSA-74749	Signal attenuation
Q9Y4H2	R-HSA-5686315	GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates	R-HSA-74752	Signaling by Insulin receptor
Q9Y4H2	R-HSA-5686315	GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-5686315	GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-1168423	JAK2 phosphorylation of IRS-1/2	R-HSA-168256	Immune System
Q9Y4H2	R-HSA-1168423	JAK2 phosphorylation of IRS-1/2	R-HSA-1280215	Cytokine Signaling in Immune system
Q9Y4H2	R-HSA-1168423	JAK2 phosphorylation of IRS-1/2	R-HSA-982772	Growth hormone receptor signaling
Q9Y4H2	R-HSA-2671862	JAK2 Phosphorylates IRS in Response to Leptin	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-2671862	JAK2 Phosphorylates IRS in Response to Leptin	R-HSA-2586552	Signaling by Leptin
Q9Y4H2	R-HSA-198211	Active TRKA binds IRS1/2	R-HSA-198203	PI3K/AKT activation
Q9Y4H2	R-HSA-198211	Active TRKA binds IRS1/2	R-HSA-187037	Signaling by NTRK1 (TRKA)
Q9Y4H2	R-HSA-198211	Active TRKA binds IRS1/2	R-HSA-166520	Signaling by NTRKs
Q9Y4H2	R-HSA-198211	Active TRKA binds IRS1/2	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-198211	Active TRKA binds IRS1/2	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases
Q9Y4H2	R-HSA-2671873	Phosphorylated LEP:LEPR:JAK2:SH2B1 Binds IRS1/2	R-HSA-162582	Signal Transduction
Q9Y4H2	R-HSA-2671873	Phosphorylated LEP:LEPR:JAK2:SH2B1 Binds IRS1/2	R-HSA-2586552	Signaling by Leptin
Q9Y4H2	R-HSA-74707	Binding of IRS to insulin receptor	R-HSA-74751	Insulin receptor signalling cascade
